#	X(mm)	XP(mrad)	Y(mm)	YP(mrad)	Z(mm)	W(MeV)
-0.026	-0.125	-0.149	0.132	65.17	71.649
-0.015	0.723	0.395	0.577	107.86	71.591
0.059	-0.449	-0.725	-0.577	24.19	71.705
0.163	-0.999	-0.398	-0.7	185.35	71.485
-0.295	1.25	-0.148	-0.221	-53.49	71.81
-0.046	0.308	-0.026	-0.227	106.56	71.592
-0.44	1.31	0.046	0.124	-95.55	71.868
0.062	-0.359	0.619	0.438	-202.43	72.014
-0.0	0.874	-0.203	-0.459	93.68	71.61
-0.119	0.595	-0.132	-0.151	120.92	71.573
0.124	-0.759	0.324	0.069	81.94	71.627
-0.136	0.55	0.208	0.206	142.86	71.543
-0.062	-0.041	-0.034	0.158	110.39	71.587
-0.076	0.031	-0.21	-0.502	54.21	71.663
-0.052	-0.616	-0.06	-0.381	140.44	71.547
0.395	-1.206	-0.193	-0.456	-38.6	71.79
0.042	-0.644	-0.423	-0.225	96.43	71.607
-0.09	-0.377	-0.358	-0.43	122.67	71.57
0.236	-0.946	0.348	0.569	91.31	71.613
-0.043	0.371	0.133	-0.192	182.16	71.491
-0.616	1.186	-0.166	-0.338	-146.27	71.937
-0.084	1.146	-0.282	-0.221	81.5	71.627
0.106	-0.917	0.191	0.254	238.78	71.412
-0.081	1.124	-0.191	-0.354	30.6	71.696
0.017	0.619	-0.356	-0.476	89.79	71.615
0.021	0.096	0.539	0.469	100.88	71.6
-0.02	-0.816	0.272	0.389	335.09	71.28
0.011	0.973	-0.404	-0.913	239.87	71.411
-0.102	0.479	-0.068	-0.452	111.68	71.586
-0.028	-0.083	0.146	-0.169	190.13	71.48
-0.104	0.071	-0.124	-0.02	91.75	71.612
0.094	-0.448	0.156	0.473	153.89	71.528
0.308	-0.767	-0.172	-0.27	54.85	71.663
0.072	-0.809	0.514	0.346	81.67	71.627
0.089	0.033	-0.293	-0.329	91.1	71.613
0.04	0.381	0.006	-0.306	115.12	71.581
0.055	-0.893	-0.076	-0.159	56.89	71.66
0.021	-0.792	-0.337	-0.355	146.5	71.538
0.022	0.558	0.387	0.541	89.45	71.616
-0.092	-0.068	0.302	0.523	104.46	71.595
0.035	0.429	-0.036	0.08	89.14	71.616
0.108	-1.021	-0.455	-0.541	128.71	71.563
-0.027	-0.478	0.465	0.671	96.39	71.606
-0.027	0.948	-0.397	-0.408	168.18	71.509
-0.132	0.089	0.095	0.081	87.45	71.618
-0.186	0.556	0.17	0.384	131.81	71.558
0.005	0.882	0.326	0.89	210.95	71.451
0.137	-1.005	0.037	0.123	111.64	71.586
-0.132	0.496	0.347	0.648	236.21	71.415
-0.036	0.088	0.01	0.12	61.73	71.653
-0.015	0.18	-0.414	-0.331	80.59	71.628
0.007	1.049	0.261	0.683	217.79	71.442
0.021	0.156	0.172	0.149	54.61	71.663
-0.299	0.093	-0.231	-0.178	-117.11	71.896
0.045	-1.006	-0.1	-0.027	54.33	71.664
0.402	-1.181	0.446	0.666	-76.32	71.841
-0.158	0.496	0.167	0.184	118.6	71.576
-0.032	-0.339	0.21	0.411	86.92	71.619
-0.058	0.575	0.558	0.505	107.33	71.592
0.081	-0.671	0.191	0.429	153.04	71.529
-0.052	1.007	0.372	0.867	239.42	71.412
-0.177	0.32	0.085	0.155	103.06	71.597
-0.09	-0.191	0.186	0.147	85.46	71.621
-0.647	1.075	0.209	0.197	-160.26	71.956
0.057	0.63	0.079	0.369	117.65	71.578
-0.072	0.361	0.252	0.732	172.68	71.503
0.101	-0.833	-0.296	-0.504	265.69	71.375
0.018	0.344	-0.61	-0.595	148.89	71.535
-0.12	-0.283	0.137	0.415	171.46	71.504
0.075	-0.227	0.053	-0.234	17.56	71.713
-0.236	0.784	0.345	0.542	169.6	71.507
-0.081	-0.076	-0.032	0.27	44.37	71.677
-0.025	0.589	-0.148	0.127	163.61	71.516
-0.235	0.577	-0.103	-0.174	62.68	71.652
0.222	-1.251	0.057	0.224	11.09	71.723
-0.227	0.732	0.066	0.32	259.36	71.385
0.003	-0.698	-0.195	-0.458	42.74	71.679
-0.044	-0.277	-0.462	-0.482	129.24	71.562
0.21	-1.122	-0.165	-0.453	106.94	71.593
0.104	-0.412	-0.566	-0.59	108.36	71.59
0.298	-0.119	0.104	0.135	-114.77	71.893
0.15	-0.968	0.336	0.532	212.58	71.448
0.2	-1.262	0.285	0.588	21.82	71.709
0.085	-0.074	0.202	0.17	61.27	71.654
0.264	0.218	-0.021	-0.068	151.54	71.531
0.009	-0.786	-0.358	-0.16	133.95	71.556
0.13	-1.032	-0.561	-0.715	81.96	71.626
0.054	-0.55	-0.096	-0.16	70.94	71.641
-0.052	-0.726	-0.019	-0.332	153.45	71.529
-0.056	-0.146	-0.64	-0.445	-29.01	71.777
0.179	-0.849	-0.391	-0.16	-50.64	71.806
-0.104	0.17	-0.063	-0.211	92.09	71.612
-0.087	-0.046	0.329	0.138	179.02	71.495
0.065	-0.253	0.446	0.233	71.3	71.641
0.069	0.436	0.153	0.308	94.41	71.609
-0.026	-1.24	-0.258	-0.658	192.12	71.477
0.114	-0.913	0.008	-0.291	34.48	71.691
0.195	-1.164	-0.013	-0.065	-30.33	71.779
0.001	-0.529	-0.361	-0.314	124.26	71.569
0.039	0.692	0.351	0.306	118.14	71.577
-0.412	1.335	0.067	-0.053	-83.49	71.851
-0.087	1.113	-0.036	-0.258	153.55	71.529
0.144	-0.358	0.264	0.446	174.13	71.5
0.256	-1.244	-0.093	0.014	6.34	71.729
0.242	-0.605	0.016	-0.094	30.17	71.696
-0.12	0.899	0.047	-0.101	293.7	71.337
0.143	-0.284	0.18	-0.017	112.7	71.584
0.145	-1.074	-0.769	-0.679	55.89	71.662
0.041	-0.571	-0.415	-0.706	101.96	71.598
0.094	-0.453	-0.25	-0.533	152.49	71.53
0.143	-0.692	-0.105	-0.122	122.91	71.57
0.119	-0.854	-0.077	0.059	257.75	71.387
0.062	0.442	0.611	0.536	245.61	71.405
-0.096	0.404	-0.088	-0.181	70.44	71.641
0.534	-1.24	-0.118	-0.132	-224.72	72.043
0.161	-0.834	0.44	0.225	-94.49	71.866
0.145	-0.578	-0.281	-0.198	75.96	71.634
0.023	-0.727	1.152	1.356	193.93	71.475
0.346	-1.29	0.214	0.136	-27.72	71.775
-0.061	0.79	-0.36	-0.663	265.53	71.375
-0.095	0.308	0.411	0.536	75.85	71.634
0.597	-1.191	0.168	0.075	-131.97	71.917
0.016	-0.794	0.423	0.94	219.48	71.439
0.04	0.717	-0.042	-0.325	139.97	71.548
-0.033	-0.394	0.367	0.3	113.08	71.584
-0.116	0.312	-0.39	-0.268	83.34	71.624
-0.056	0.926	0.134	0.436	71.76	71.64
-0.055	0.662	0.104	0.088	67.11	71.646
0.002	0.818	0.128	0.536	195.27	71.473
0.002	-1.051	-0.343	-0.868	231.77	71.423
-0.447	1.15	-0.392	-0.399	-48.04	71.803
-0.075	0.549	-0.216	-0.527	68.67	71.644
0.132	-0.145	0.159	0.308	114.78	71.581
0.136	-0.209	0.403	0.97	221.2	71.436
0.043	-1.324	-0.338	-0.152	180.59	71.494
-0.069	0.298	-0.168	-0.459	119.08	71.575
-0.1	-0.405	0.028	-0.164	136.66	71.552
0.035	-1.05	0.172	0.619	175.74	71.5
-0.274	0.905	0.01	-0.118	75.37	71.635
-0.176	0.998	-0.482	-0.581	125.75	71.567
0.048	-0.043	0.969	0.849	-137.19	71.924
-0.057	0.956	0.119	0.485	229.71	71.425
0.044	-0.969	-0.527	-0.884	179.33	71.494
-0.66	1.0	-0.465	-0.469	-201.13	72.011
-0.151	0.659	-0.261	-0.132	64.93	71.649
-0.447	0.999	-0.106	-0.341	-55.36	71.812
-0.067	0.176	-0.097	0.241	198.53	71.469
-0.0	-0.407	0.042	-0.228	131.44	71.559
0.077	-0.478	0.298	0.585	97.76	71.604
-0.359	1.327	-0.068	0.05	-61.03	71.821
0.09	0.1	0.323	0.559	67.11	71.646
0.033	-1.111	0.324	0.679	177.19	71.497
0.054	-0.775	-0.429	-0.765	152.75	71.53
-0.034	0.666	0.256	0.062	140.0	71.548
0.178	-0.899	-0.294	-0.66	245.66	71.403
-0.015	0.605	-0.101	-0.422	128.21	71.563
-0.064	1.137	-0.135	-0.391	67.36	71.647
0.565	-1.141	0.479	0.577	-204.03	72.015
-0.185	0.79	0.078	0.159	155.42	71.526
0.096	-1.105	0.52	0.91	169.45	71.507
-0.176	0.886	0.443	0.221	-188.78	71.995
0.149	-1.025	0.103	0.234	90.4	71.615
0.091	0.022	-0.364	-0.118	127.28	71.565
0.029	-0.411	-0.523	-0.312	-119.31	71.9
-0.009	-0.14	0.003	-0.14	54.14	71.663
0.275	0.062	-0.015	0.089	-86.85	71.855
0.12	-0.652	0.223	0.182	92.54	71.611
-0.012	0.002	0.363	0.267	53.26	71.665
-0.084	0.743	0.122	0.44	61.32	71.654
-0.097	0.925	-0.045	-0.325	24.71	71.704
-0.01	0.134	-0.012	0.276	110.99	71.587
0.093	-0.022	-0.079	0.274	151.36	71.532
0.048	0.812	0.117	-0.173	189.86	71.48
0.031	-0.946	0.256	0.17	199.95	71.466
0.069	-0.465	-0.284	-0.471	80.56	71.628
0.087	-0.964	-0.595	-0.855	105.05	71.595
-0.002	0.273	-0.212	-0.02	106.86	71.592
0.024	0.535	0.444	0.508	87.44	71.618
0.098	-0.175	-0.037	0.308	178.26	71.496
-0.073	0.839	0.162	-0.142	162.49	71.518
-0.101	0.573	-0.518	-0.305	-78.16	71.844
0.014	-0.711	-0.287	-0.214	110.06	71.588
0.02	-0.631	-0.045	-0.003	39.72	71.683
0.082	-0.034	0.06	0.393	104.84	71.595
0.078	-0.815	-0.031	-0.109	68.67	71.644
0.605	-1.242	0.177	0.047	-146.99	71.938
0.122	-1.092	0.142	0.284	1.51	71.736
0.137	-0.602	-0.343	-0.477	193.99	71.473
-0.122	0.604	0.368	0.595	200.14	71.465
-0.157	0.854	-0.117	-0.048	242.58	71.407
0.2	-0.763	-0.083	-0.07	171.35	71.504
-0.149	0.826	-0.06	-0.27	116.71	71.579
0.537	-1.223	-0.291	-0.417	-208.44	72.021
0.072	-0.115	-0.066	0.3	218.27	71.442
0.143	-0.116	0.171	0.237	78.1	71.631
-0.154	0.861	0.0	-0.012	145.78	71.539
0.101	-0.114	0.369	1.001	214.53	71.447
-0.128	0.91	-0.077	-0.268	167.2	71.51
0.023	0.226	0.497	0.393	108.26	71.59
-0.014	0.457	-0.079	-0.095	28.1	71.699
0.183	-1.228	0.365	0.185	-7.5	71.749
-0.092	0.766	-0.165	-0.07	108.52	71.59
0.029	-0.826	0.519	0.746	63.0	71.652
-0.276	1.114	-0.219	-0.176	31.44	71.695
0.068	0.32	-0.493	-0.467	121.65	71.572
-0.173	0.727	0.62	0.439	2.54	71.734
0.002	0.717	0.177	-0.062	82.09	71.626
0.078	-0.331	0.549	0.539	21.62	71.707
-0.046	0.704	-0.166	-0.589	175.94	71.499
0.102	-0.025	-0.203	-0.154	43.4	71.678
0.023	-0.964	0.492	0.89	203.34	71.461
-0.137	0.328	-0.57	-0.597	59.18	71.656
0.154	-1.105	-0.363	-0.576	-10.95	71.753
-0.097	0.486	0.367	0.489	72.01	71.639
-0.054	-0.58	-0.187	0.022	155.16	71.527
0.145	-1.141	-0.068	-0.27	94.39	71.61
0.212	-1.063	0.594	0.8	27.76	71.7
-0.05	1.371	-0.308	-0.154	106.11	71.595
-0.035	0.784	0.485	0.874	247.63	71.4
-0.138	0.916	-0.301	-0.076	-51.61	71.808
0.026	0.045	-0.48	-0.664	36.12	71.688
-0.066	0.055	-0.597	-0.56	50.24	71.669
0.042	0.432	0.312	0.449	54.31	71.663
-0.213	0.965	-0.486	-0.824	92.22	71.612
0.096	-0.057	0.342	0.266	54.82	71.662
0.02	0.202	-0.02	0.255	98.0	71.604
-0.088	0.508	-0.297	-0.634	139.28	71.548
0.045	-0.864	-0.253	-0.536	123.71	71.569
-0.133	0.132	-0.016	-0.164	78.95	71.63
-0.096	0.705	-0.172	0.112	83.98	71.624
0.016	1.038	0.227	0.05	174.36	71.501
-0.044	0.961	-0.18	-0.472	96.33	71.607
0.018	-0.501	0.176	0.398	57.19	71.659
-0.001	-0.595	-0.538	-0.495	157.24	71.524
-0.065	0.884	0.098	0.384	158.69	71.522
0.032	-0.68	-0.2	0.019	140.64	71.547
-0.491	1.234	0.026	0.077	-154.32	71.947
-0.25	1.127	0.531	0.699	-5.9	71.745
-0.02	0.8	0.112	0.513	171.35	71.505
0.041	-0.011	-0.794	-0.637	-127.06	71.91
0.037	-0.339	-0.226	0.051	142.96	71.543
-0.078	0.458	-0.231	-0.65	160.74	71.519
0.014	0.222	0.095	0.066	11.25	71.722
0.035	-0.113	-0.649	-0.461	-178.47	71.981
0.112	-0.434	-0.034	-0.125	44.72	71.676
-0.058	0.546	0.462	0.275	-196.76	72.007
-0.043	-0.037	-0.053	0.235	119.57	71.575
-0.015	0.342	-0.151	-0.38	47.67	71.672
-0.094	0.426	0.184	0.658	188.25	71.482
-0.031	0.779	0.15	0.446	126.74	71.565
0.132	-0.229	-0.472	-0.523	48.99	71.67
0.18	-0.33	-0.231	-0.267	72.71	71.638
-0.062	0.308	0.449	0.283	232.48	71.423
-0.08	1.067	0.067	0.254	47.76	71.673
0.11	-1.004	-0.079	-0.203	25.14	71.703
-0.009	0.638	0.026	0.085	22.17	71.707
0.052	-0.387	0.399	0.548	28.37	71.698
0.144	-0.194	-0.147	-0.24	62.96	71.651
0.023	-0.819	0.41	0.916	202.54	71.462
-0.156	0.765	0.022	0.018	105.96	71.593
0.017	-0.83	0.247	0.087	163.37	71.516
-0.049	0.986	0.397	0.834	253.04	71.393
-0.043	0.849	-0.125	-0.44	158.23	71.523
0.274	-0.929	-0.264	-0.369	-189.22	71.996
-0.091	0.527	0.287	0.564	68.79	71.644
0.154	-1.112	0.22	0.178	12.44	71.721
-0.02	0.925	0.15	0.03	73.83	71.637
0.005	0.004	0.152	0.303	21.81	71.707
-0.121	0.782	0.295	0.339	167.42	71.51
0.1	-1.138	-0.048	-0.26	106.03	71.594
-0.145	0.199	0.351	0.31	37.58	71.686
0.101	-0.886	0.406	0.611	121.01	71.573
-0.049	0.787	0.172	0.426	12.08	71.721
0.024	-1.071	-0.526	-0.969	194.67	71.473
-0.065	0.591	0.009	-0.348	144.27	71.542
0.043	-1.092	-0.318	-0.218	159.62	71.521
0.162	-0.802	1.101	1.118	42.2	71.68
-0.015	0.752	0.389	0.361	86.01	71.621
0.049	0.455	0.227	0.259	35.03	71.689
-0.214	0.516	0.169	0.193	47.92	71.672
0.02	-0.034	-0.461	-0.462	-6.94	71.746
-0.05	0.91	-0.487	-0.532	112.28	71.585
-0.103	-0.05	0.177	0.173	24.79	71.703
-0.109	0.999	0.04	-0.171	197.49	71.469
0.469	-1.206	0.118	0.112	-116.0	71.895
-0.007	-0.445	0.369	0.154	58.01	71.659
-0.126	0.958	0.344	0.524	54.62	71.663
0.021	-0.006	0.412	0.562	-8.39	71.748
-0.025	-0.169	0.741	0.558	-91.82	71.862
-0.689	1.058	0.271	0.159	-173.29	71.974
0.091	-0.989	-0.407	-0.421	87.15	71.619
0.199	-0.986	-0.117	-0.285	96.82	71.606
0.205	-0.758	-0.07	0.068	243.68	71.406
-0.125	0.881	-0.277	-0.392	244.03	71.405
-0.429	1.086	-0.182	-0.139	-51.14	71.807
-0.117	0.884	0.217	0.304	284.21	71.35
-0.206	1.285	-0.117	-0.377	6.19	71.73
0.151	-0.784	-1.321	-1.551	74.1	71.636
0.321	-1.065	-0.38	-0.692	-35.4	71.786
-0.235	-0.677	-0.011	-0.052	159.63	71.52
0.002	0.381	-0.397	-0.247	117.29	71.578
0.016	-0.669	0.17	-0.041	132.14	71.558
-0.235	0.749	-0.211	-0.364	236.03	71.416
0.008	0.151	0.213	0.436	7.09	71.727
-0.046	0.459	0.608	0.548	36.31	71.688
0.078	-0.24	-0.48	-0.373	13.83	71.718
0.286	-1.211	0.017	-0.024	-62.53	71.823
-0.045	0.012	-0.616	-0.625	-3.12	71.741
-0.111	0.631	0.485	0.554	76.54	71.633
0.056	-0.231	0.087	-0.215	136.51	71.552
-0.092	0.398	-0.178	-0.538	122.61	71.571
0.046	-0.396	0.285	0.049	110.73	71.587
0.056	-0.089	-0.058	0.057	19.35	71.711
-0.079	0.545	-0.561	-0.362	-182.58	71.987
0.241	-1.195	-0.263	-0.517	-28.16	71.776
0.005	0.822	-0.287	-0.076	154.8	71.528
0.013	-0.281	-0.464	-0.305	11.39	71.721
-0.026	-1.233	-0.151	-0.578	211.51	71.451
-0.022	0.86	-0.105	0.123	149.45	71.535
0.01	-0.213	0.406	0.294	48.46	71.671
0.107	-1.106	0.035	0.237	100.71	71.601
-0.042	1.078	0.159	0.593	171.6	71.505
-0.034	-0.133	0.347	0.549	-8.33	71.748
-0.171	0.672	-0.275	-0.454	175.58	71.498
-0.414	0.751	-0.303	-0.31	-47.3	71.801
0.071	-0.846	-0.205	-0.197	7.45	71.727
-0.273	0.732	0.195	0.476	101.8	71.599
0.017	0.365	-0.457	-0.545	28.39	71.698
0.112	-0.113	-0.233	-0.206	3.84	71.732
-0.022	0.094	1.336	1.359	51.38	71.667
0.308	-0.318	0.258	0.333	61.77	71.653
0.138	-0.685	-0.055	-0.082	51.35	71.667
-0.102	0.677	-0.364	-0.653	170.67	71.505
0.411	-1.16	0.35	0.522	-76.39	71.841
0.109	-0.792	0.36	0.563	170.01	71.506
-0.487	1.102	0.346	0.302	-72.86	71.836
0.025	-0.006	0.269	0.5	-38.76	71.79
0.108	-0.938	-0.18	-0.453	16.13	71.716
-0.002	-0.234	1.2	1.429	173.14	71.503
-0.052	0.796	0.527	0.386	89.09	71.617
0.164	-0.542	-0.013	-0.083	31.21	71.694
0.061	0.762	-0.44	-0.798	319.81	71.302
0.157	-0.459	-0.005	0.157	51.31	71.667
0.132	0.084	-0.07	-0.053	31.59	71.694
-0.034	0.415	-0.09	-0.159	-3.25	71.741
0.624	-0.862	0.048	0.009	-192.07	71.999
-0.188	0.646	-0.643	-0.607	-56.68	71.814
-0.051	0.16	-0.549	-0.683	-10.07	71.75
0.137	-0.535	-0.02	0.094	40.1	71.682
-0.199	0.882	0.378	0.812	217.41	71.442
-0.523	1.183	-0.071	-0.007	-217.88	72.034
0.067	0.211	-0.425	-0.576	26.52	71.701
-0.063	-0.298	0.09	0.131	7.49	71.727
0.026	0.304	0.076	-0.141	79.13	71.63
0.166	-1.226	-0.013	0.15	8.58	71.726
0.056	-0.125	-0.705	-1.358	191.03	71.478
-0.09	0.877	-0.202	-0.171	19.98	71.71
-0.131	0.446	0.047	-0.053	21.47	71.708
0.06	-0.437	0.215	0.05	67.18	71.646
0.076	-0.534	0.537	0.675	62.98	71.651
-0.127	0.009	0.071	0.032	6.52	71.728
0.544	-1.161	0.35	0.413	-201.97	72.013
0.044	0.363	0.049	-0.202	94.46	71.609
0.123	-0.93	0.273	0.025	87.18	71.62
-0.109	0.353	0.35	0.235	10.42	71.723
0.293	-0.07	0.016	-0.13	36.87	71.687
0.111	-0.258	0.408	0.178	-8.55	71.749
-0.1	0.371	-0.434	-0.647	18.08	71.712
-0.108	0.29	-0.543	-0.555	-36.92	71.787
0.283	-1.16	0.326	0.464	-44.43	71.798
-0.019	-0.293	-0.359	-0.461	0.25	71.737
-0.119	0.24	-0.155	0.081	102.99	71.597
0.048	-0.715	0.559	0.394	11.3	71.722
0.023	-0.389	-0.101	0.147	74.17	71.637
0.061	0.381	-0.264	-0.505	30.05	71.696
0.003	-0.635	-0.392	-0.564	22.79	71.706
0.0	-0.113	0.575	0.377	-125.33	71.908
-0.017	-0.029	-0.94	-0.856	2.53	71.734
-0.044	0.286	-0.013	0.175	40.07	71.683
-0.092	0.776	0.302	0.399	21.75	71.708
0.07	0.419	-0.028	-0.282	102.25	71.598
-0.042	1.035	0.108	0.463	137.71	71.551
-0.056	1.241	0.957	1.074	163.47	71.517
0.071	-0.176	0.77	0.763	-63.89	71.823
0.087	-0.309	-1.043	-0.976	-124.71	71.907
-0.04	0.122	0.52	0.455	-48.39	71.803
0.174	-0.77	0.521	0.439	-30.07	71.778
0.123	-0.193	0.294	0.543	33.78	71.691
0.125	-0.248	0.61	0.538	-5.47	71.744
-0.039	0.667	0.199	0.2	-3.93	71.742
-0.119	0.239	0.325	0.439	12.28	71.72
0.079	-0.32	-0.056	0.254	107.44	71.592
-0.063	0.767	0.278	0.416	7.58	71.727
-0.109	0.645	-0.546	-0.637	68.23	71.644
-0.238	0.755	-0.228	-0.441	138.4	71.549
0.015	0.027	-0.809	-0.663	-173.82	71.975
-0.115	0.623	0.399	0.627	55.75	71.661
0.274	-0.782	0.013	-0.102	-60.1	71.818
-0.186	0.286	0.227	0.356	90.09	71.614
0.582	-1.144	0.125	0.063	-206.17	72.018
0.002	-0.529	-0.316	-0.533	2.41	71.734
-0.118	1.108	-0.091	-0.332	39.55	71.684
-0.127	0.348	0.45	0.343	-22.64	71.768
0.04	-0.687	-0.835	-0.76	58.49	71.658
0.054	-0.029	0.397	0.479	-33.39	71.782
0.356	-1.211	-0.192	-0.253	-79.53	71.846
0.143	-0.885	-0.189	-0.037	78.99	71.63
-0.369	1.236	-0.066	-0.151	-86.54	71.855
0.524	-1.464	0.83	0.806	-56.8	71.816
0.012	0.857	-0.232	-0.035	151.55	71.532
-0.052	-0.447	0.261	0.117	91.75	71.613
-0.132	1.098	0.207	0.112	63.89	71.651
-0.234	1.119	0.294	0.518	-14.44	71.757
-0.148	0.909	0.365	0.466	60.32	71.655
-0.251	0.854	-0.168	-0.078	2.7	71.733
-0.373	1.224	0.2	0.225	-88.78	71.858
-0.245	1.108	0.012	0.133	12.66	71.72
-0.574	1.155	0.079	-0.095	-158.5	71.953
0.123	-0.222	-0.087	-0.209	16.4	71.715
0.008	-0.348	0.055	0.194	3.38	71.732
0.26	-0.712	0.176	0.2	-8.57	71.748
-0.102	0.417	0.827	0.685	-57.17	71.815
-0.074	-0.52	-0.165	0.12	158.43	71.523
0.071	0.489	-0.146	-0.312	68.66	71.644
0.151	-0.998	-0.162	-0.165	-26.64	71.774
0.014	-0.657	-0.246	-0.019	153.86	71.529
0.044	-0.38	1.074	1.235	177.33	71.497
0.285	-1.164	0.313	0.415	-52.92	71.809
-0.094	0.647	0.469	0.407	32.34	71.693
0.215	-0.604	0.146	0.088	-33.49	71.782
0.009	-0.139	0.187	0.244	-47.77	71.802
0.0	0.355	-0.136	0.033	46.89	71.673
0.066	-0.045	-0.06	0.167	69.0	71.643
0.411	-1.233	-0.043	-0.072	-110.32	71.887
0.011	-0.092	-0.295	-0.158	29.92	71.696
0.275	-0.938	0.391	0.649	25.14	71.703
-0.067	0.222	0.12	-0.155	98.26	71.604
-0.019	0.159	-0.547	-0.443	-65.29	71.826
0.138	-0.282	0.258	0.468	74.28	71.636
-0.08	0.281	-0.212	-0.057	34.37	71.69
0.557	-1.139	-0.304	-0.235	-118.03	71.898
0.174	-0.901	-0.081	0.058	142.03	71.544
0.076	-0.985	-0.187	0.018	38.56	71.686
0.111	-0.104	0.002	0.325	143.64	71.542
0.614	-1.001	0.096	0.099	-161.0	71.956
-0.068	0.331	0.106	0.254	-3.58	71.742
-0.543	1.136	0.245	0.212	-222.03	72.04
-0.12	0.568	0.663	0.605	-95.03	71.866
-0.139	-0.036	-0.076	0.046	37.18	71.686
0.306	-0.473	0.232	0.426	55.33	71.662
0.33	-1.083	-0.754	-0.627	-109.16	71.886
0.084	-0.265	0.153	-0.11	38.05	71.686
0.237	-0.889	-0.061	-0.102	65.66	71.648
0.126	-0.571	-0.002	-0.043	-9.47	71.75
-0.095	0.146	0.131	0.298	18.47	71.712
0.121	-0.708	-0.431	-0.668	77.34	71.632
-0.121	1.141	-0.01	0.196	33.21	71.693
0.158	-0.34	0.134	0.177	-26.06	71.772
-0.068	0.542	0.467	0.672	19.87	71.71
0.441	-1.188	-0.155	-0.375	-99.71	71.873
0.078	-0.462	-0.476	-0.305	131.37	71.56
-0.06	0.635	-0.212	-0.24	-22.07	71.767
0.31	-0.737	0.377	0.605	31.52	71.694
0.135	-1.276	-0.07	0.13	49.28	71.671
-0.283	0.233	0.036	0.179	107.13	71.591
-0.17	0.727	0.126	-0.01	32.99	71.692
-0.117	0.714	0.148	0.107	5.7	71.729
-0.016	-0.214	-0.404	-0.281	50.17	71.669
0.099	-0.395	0.069	-0.248	101.23	71.6
0.17	-0.873	0.187	0.122	102.92	71.598
0.065	0.458	-0.146	-0.35	58.67	71.657
-0.543	0.988	-0.083	-0.177	-267.05	72.103
-0.442	1.069	0.215	0.437	-71.82	71.835
0.147	-0.452	-0.221	-0.434	88.2	71.617
-0.066	0.232	-0.2	0.032	98.14	71.604
-0.614	1.057	0.321	0.306	-203.95	72.015
0.018	-0.131	-0.782	-0.592	-154.63	71.948
0.38	-1.215	-0.025	-0.056	-93.66	71.865
-0.397	1.223	-0.183	-0.19	-95.84	71.868
0.188	0.671	0.274	0.265	-43.26	71.795
-0.104	0.804	-0.145	-0.117	-13.3	71.755
0.203	-1.084	0.092	0.232	-5.2	71.745
-0.003	0.612	0.649	0.555	110.54	71.588
-0.348	0.703	-0.173	-0.306	-0.07	71.737
0.222	-0.772	0.32	0.195	-66.97	71.828
0.124	-1.059	-0.794	-0.791	147.9	71.538
-0.053	0.109	0.199	0.374	-25.95	71.772
-0.133	0.925	0.358	0.281	93.09	71.611
-0.011	0.509	0.155	0.049	9.46	71.724
0.299	-1.193	0.293	0.53	-62.89	71.823
-0.07	-0.576	-0.061	0.137	108.03	71.59
0.088	-0.865	-0.548	-0.671	89.12	71.616
0.206	-0.835	0.319	0.194	-25.7	71.772
-0.077	0.631	-1.203	-1.457	189.34	71.481
0.332	-1.272	0.084	0.332	-71.2	71.835
-0.17	0.947	-0.294	-0.298	56.07	71.661
0.069	-0.099	-0.211	-0.363	-26.56	71.773
0.143	-0.31	-0.319	-0.516	24.09	71.704
0.091	-0.44	0.188	0.013	47.36	71.673
0.08	-0.478	-0.274	-0.415	-25.34	71.771
-0.22	0.691	-0.153	-0.181	145.55	71.539
0.609	-1.009	-0.421	-0.428	-157.3	71.951
-0.087	0.587	0.005	0.258	45.12	71.676
0.153	-0.525	0.02	0.245	64.97	71.649
0.147	-0.905	0.157	0.119	4.78	71.731
-0.135	0.993	-0.155	0.086	32.5	71.694
0.553	-1.125	-0.127	-0.309	-144.45	71.934
0.047	-0.337	0.237	0.457	-63.81	71.824
0.089	-0.852	0.53	0.671	13.51	71.719
0.117	0.124	-0.173	-0.142	-10.71	71.751
0.048	-1.201	-0.563	-0.485	200.13	71.467
0.065	-0.846	-0.491	-0.998	196.6	71.47
-0.086	-0.188	0.188	0.332	16.4	71.714
0.503	-1.064	0.13	0.221	-105.44	71.88
-0.143	0.837	-0.4	-0.657	124.73	71.568
-0.148	0.438	0.601	0.538	-138.66	71.926
0.117	0.029	0.043	0.039	-50.23	71.805
-0.256	0.798	0.471	0.467	-32.55	71.781
0.196	-0.873	0.155	0.029	113.12	71.584
0.09	0.293	0.077	-0.072	53.24	71.665
0.013	-0.232	-0.379	-0.182	-156.84	71.952
0.021	-0.27	-0.929	-0.966	122.92	71.571
0.414	-1.069	-0.048	0.09	-47.53	71.802
-0.161	1.108	-0.083	-0.304	38.34	71.686
-0.176	0.733	-0.465	-0.551	36.13	71.688
0.088	0.184	0.449	0.492	-3.09	71.741
-0.15	0.619	0.183	0.383	78.97	71.63
-0.062	0.046	0.186	-0.058	-0.51	71.738
-0.196	0.846	0.029	-0.118	97.91	71.604
0.038	-0.423	0.642	0.571	-23.4	71.768
0.146	-0.464	0.031	-0.051	-32.87	71.782
-0.338	1.086	-0.32	-0.532	-46.32	71.8
